"","tri","Fire_ID"
"443",9.53420734405518,"RED7_2008_1665"
"444",11.6053943634033,"RED7_2009_1725"
"445",15.590012550354,"RED7_2015_1998"
"446",5.79011631011963,"RED70_2012_1937"
"447",15.4787149429321,"RED70_2018_2149"
"448",18.535041809082,"RED71_2012_1918"
"449",11.3072996139526,"RED72_2011_1816"
"450",11.2668104171753,"RED72_2012_1906"
"451",1.87827086448669,"RED73_2011_1801"
"452",4.29075336456299,"RED75_2019_2192"
"453",17.577543258667,"RED76_2018_2147"
"454",16.546932220459,"RED78_2018_2138"
"455",16.9341049194336,"RED8_2014_1882"
"456",6,"RED8_2020_2198"
"457",11.8401861190796,"RED80_2018_2049"
"458",17.0633201599121,"RED81_2018_2127"
"459",22.8865375518799,"RED82_2003_1498"
"460",15.7271680831909,"RED82_2011_1800"
"461",18.0350780487061,"RED82_2018_2040"
"462",10.1509962081909,"RED84_2006_1576"
"463",13.283034324646,"RED84_2011_1823"
"464",15.5456266403198,"RED85_2011_1818"
"465",21.9809379577637,"RED86_2018_2060"
"466",14.2310171127319,"RED87_2017_2088"
"467",14.9469528198242,"RED9_2020_2216"
"468",2.594810962677,"RED90_2003_1422"
"469",6.23330736160278,"RED91_2003_1438"
"470",20.3190250396729,"RED91_2011_1702"
"471",14.9227495193481,"RED93_2003_1545"
"472",2.70600247383118,"RED93_2011_1738"
"473",8.12924385070801,"RED94_2012_1854"
"474",21.9297027587891,"RED96_2011_1804"
"475",17.9521884918213,"RED96_2018_2116"
"476",17.5432739257812,"RED97_2018_2064"
"477",62.0445289611816,"SAU13_2007_1587"
"478",128.927230834961,"SAU20_2011_1837"
"479",7.86517333984375,"SAU7_2003_1436"
"480",0,"SAU78_2006_1560"
"481",1.87260842323303,"SLK1_2001_63"
"482",14.1587257385254,"SLK1_2002_16"
"483",11.3835697174072,"SLK1_2003_1453"
"484",7.2176947593689,"SLK10_2009_1706"
"485",1.81471455097198,"SLK101_2003_1480"
"486",9.50909805297852,"SLK101_2011_1737"
"487",2.20809364318848,"SLK101_2012_1840"
"488",13.1057071685791,"SLK102_2017_1956"
"489",5.28291511535645,"SLK103_2011_1736"
"490",3.00698757171631,"SLK103_2017_2095"
"491",5.07966184616089,"SLK105_2012_1931"
"492",2.86668729782104,"SLK11_2002_54"
"493",16.4070682525635,"SLK11_2007_1658"
"494",15.7478361129761,"SLK113_2018_2135"
"495",10.5479021072388,"SLK115_2017_2023"
"496",4.65335130691528,"SLK117_2018_2117"
"497",4.2283616065979,"SLK118_2006_1590"
"498",7.94539356231689,"SLK12_2002_55"
"499",2.73158836364746,"SLK122_2017_2081"
"500",8.46581363677979,"SLK129_2017_1951"
"501",7.6540641784668,"SLK13_2009_1707"
"502",2.54005599021912,"SLK13_2014_1881"
"503",1.41421353816986,"SLK132_2011_1740"
"504",11.8459711074829,"SLK147_2011_1700"
"505",2.74697923660278,"SLK157_2017_2082"
"506",4.23850965499878,"SLK16_2013_1873"
"507",4,"SLK162_2017_2100"
"508",15.6380891799927,"SLK162_2018_2133"
"509",14.943808555603,"SLK17_2002_193"
"510",9.62573051452637,"SLK17_2009_1705"
"511",12.5891857147217,"SLK17_2017_2107"
"512",7.72966051101685,"SLK175_2017_2072"
"513",4.40706872940063,"SLK18_2013_1878"
"514",14.8680429458618,"SLK18_2018_2068"
"515",1,"SLK187_2017_1946"
"516",1.8093296289444,"SLK19_2002_172"
"517",3.45559215545654,"SLK19_2013_1871"
"518",7.37024974822998,"SLK19_2015_1967"
"519",2.35988926887512,"SLK19_2018_2054"
"520",3.22602200508118,"SLK2_2002_51"
"521",5.94026803970337,"SLK20_2003_1434"
"522",0.522593379020691,"SLK20_2012_1919"
"523",1.61713397502899,"SLK200_2017_2026"
"524",3.16185688972473,"SLK21_2002_177"
"525",9.81170845031738,"SLK21_2013_1890"
"526",10.5942211151123,"SLK21_2015_1981"
"527",11.86363697052,"SLK22_2009_1704"
"528",2.9809136390686,"SLK22_2013_1889"
"529",3.89651203155518,"SLK22_2018_2144"
"530",6.08538675308228,"SLK22_2019_2187"
"531",4.5378303527832,"SLK23_2009_1712"
"532",7.56695318222046,"SLK23_2013_1885"
"533",10.0000009536743,"SLK23_2015_1974"
"534",4.60263204574585,"SLK23_2017_2077"
"535",1.59152483940125,"SLK23_2018_2056"
"536",3.54450917243958,"SLK237_2017_1939"
"537",2.69432306289673,"SLK24_2001_43"
"538",15.5817852020264,"SLK24_2009_1727"
"539",5.80369901657104,"SLK24_2013_1895"
"540",2.53960943222046,"SLK25_2005_1535"
